Nzale Verified
mamlaka NOUN
ya ADJ
Saudi PROPN
Arabia PROPN
. PUNCT

Wananchi NOUN
wa ADJ
Qatar PROPN
wamesheherekea VERB
kuvuka NOUN
mpaka NOUN
na CCONJ
kuingia NOUN
Saudi PROPN
Arabia PROPN
Jumapili ADV
, PUNCT
wakiuita VERB
Ufalme NOUN
huo ADJ
ni AUX
nchi NOUN
yetu ADJ
ya ADJ
pili ADJ
, PUNCT
wakati ADV
Doha PROPN
ikijitayarisha VERB
kuchukua NOUN
hatua NOUN
kali ADJ
kudhibiti NOUN
virusi NOUN
vya ADJ
corona NOUN
kwa ADP
wananchi NOUN
wa ADJ
Saudi PROPN
Arabia PROPN
wanaoingia VERB
baada ADP
ya ADP
mvutano NOUN
wa ADJ
kidiplomasia ADJ
wa ADJ
nchi NOUN
za ADJ
Ghuba NOUN
kumalizika NOUN
. PUNCT

Madereva NOUN
waliwasili VERB
katika ADP
kivuko NOUN
cha ADJ
Salwa PROPN
nchini ADV
Saudi ADV
Arabia ADV
, PUNCT
kilomita NOUN
500 NUM
mashariki ADP
mwa ADP
mji NOUN
mkuu ADJ
Riyadh PROPN
, PUNCT
kutoka ADP
katika ADP
kivuko NOUN
cha ADJ
ardhini NOUN
nchini ADV
Qatar ADV
kwenye ADP
eneo NOUN
la ADJ
Abu PROPN
Samrah PROPN
kwa ADV
siku ADV
ya ADV
pili ADV
baada ADP
ya ADP
kufunguliwa NOUN
tena ADV
mpaka NOUN
huo ADJ
, PUNCT
waandishi NOUN
wa ADJ
AFP PROPN
wanaripoti VERB
. PUNCT

Saudi PROPN
Arabia PROPN
ilifunga VERB
upande NOUN
wa ADJ
mpaka NOUN
na CCONJ
Qatar PROPN
wa ADJ
ardhini ADJ
mwezi ADV
Juni ADV
2017 NUM
ikiwa VERB
ni AUX
sehemu NOUN
ya ADP
vikwazo NOUN
ilivyoviweka VERB
ikidai VERB
ni AUX
majibu NOUN
kwa ADP
Doha PROPN
kuunga NOUN
mkono NOUN
vikundi NOUN
vya ADJ
Kiislam ADJ
vyenye ADJ
msimamo NOUN
mkali ADJ
na CCONJ
ushirikiano NOUN
wake ADJ
na ADP
Iran PROPN
, PUNCT
limeripoti VERB
shirika NOUN
la ADJ
habari NOUN
la ADJ
AFP PROPN
. PUNCT

Qatar PROPN
siku ADV
zote ADV
imekanusha VERB
madai NOUN
hayo ADJ
. PUNCT

Saudi PROPN
Arabia PROPN
, PUNCT
pamoja SCONJ
na SCONJ
Umoja NOUN
wa ADJ
Falme NOUN
za ADJ
Kiarabu ADJ
, PUNCT
Bahrain PROPN
na CCONJ
Misri PROPN
, PUNCT
zote ADJ
kwa ADP
pamoja NOUN
pia SCONJ
ziliiwekea VERB
Qatar PROPN
marufuku NOUN
ya ADJ
kusafiri NOUN
na ADP
biashara NOUN
, PUNCT
wamekubali VERB
kuondoa NOUN
vikwazo NOUN
hivyo ADJ
katika ADP
Mkutano NOUN
wa ADJ
Baraza NOUN
la ADJ
Ushirikiano NOUN
la ADJ
Ghuba NOUN
uliofanyika VERB
Saudi PROPN
Arabia PROPN
Jumanne ADV
. PUNCT

Kuingia NOUN
kwetu ADV
Saudi PROPN
Arabia PROPN
kutoka ADP
Qatar PROPN
ni AUX
kama SCONJ
vile SCONJ
kuja NOUN
katika ADP
nchi NOUN
yetu ADJ
ya ADJ
pili ADJ
, PUNCT
ambapo ADJ
hakuna DET
tofauti NOUN
kati ADP
yetu PRON
na CCONJ
wao PRON
katika ADP
tamaduni NOUN
zetu ADJ
, PUNCT
amesema VERB
Mohammed PROPN
al PROPN
- PUNCT
Marri PROPN
, PUNCT
mwananchi NOUN
wa ADJ
Qatar PROPN
aliyekuwa AUX
amewasili VERB
Saudi PROPN
Arabia PROPN
. PUNCT

Tangu ADP
kufunguliwa NOUN
tena SCONJ
kwa ADP
mpaka NOUN
huo ADJ
, PUNCT
magari NOUN
167 NUM
kutoka ADP
Qatari PROPN
yaliingia VERB
Saudi PROPN
Arabia PROPN
, PUNCT
huku CCONJ
magari NOUN
35 NUM
yakirudi VERB
Qatar PROPN
kutoka ADP
Saudi PROPN
Arabia PROPN
, PUNCT
amesema VERB
Ali PROPN
Lablabi PROPN
, PUNCT
meneja NOUN
mkuu ADJ
wa ADJ
idara NOUN
ya ADJ
forodha NOUN
Salwa PROPN
. PUNCT

Furaha NOUN
hii ADJ
- PUNCT
hakuna DET
anayeweza VERB
kuielezea NOUN
, PUNCT
amesema VERB
Ghaith PROPN
al PROPN
- PUNCT
Marri PROPN
, PUNCT
mwananchi NOUN
wa ADJ
Qatar PROPN
. PUNCT

Kuna AUX
watu NOUN
ambao ADJ
walianza VERB
kulia NOUN
wakati NOUN
mpaka ADV
ulipofunguliwa VERB
tena ADV
, PUNCT
amesema VERB
. PUNCT

Mashirika NOUN
ya ADJ
Ndege NOUN
ya ADJ
Qatar PROPN
na CCONJ
Saudi PROPN
Arabia PROPN
yametangaza VERB
Jumamosi ADV
kupitia NOUN
ujumbe NOUN
wa ADJ
Twitter PROPN
kuwa SCONJ
wataanza VERB
safari NOUN
zao ADJ
kati SCONJ
ya SCONJ
nchi NOUN
zao ADJ
kuanzia NOUN
Jumatatu ADV
. PUNCT

Qatar PROPN
imetangaza VERB
hatua NOUN
kali ADJ
za ADJ
kudhibiti NOUN
virusi NOUN
vya ADJ
corona PROPN
kwa ADP
wale PRON
wanaowasili VERB
kutoka ADP
Saudi PROPN
Arabia PROPN
. PUNCT

Doha PROPN
itawataka VERB
wasafiri NOUN
kuonyesha NOUN
uthibitisho NOUN
wa ADJ
vipimo NOUN
hasi ADJ
vya ADJ
virusi NOUN
vya ADJ
corona PROPN
, PUNCT
na CCONJ
kufanyiwa NOUN
vipimo NOUN
tena SCONJ
mpakani NOUN
na CCONJ
kuwekwa NOUN
karantini NOUN
katika ADP
hoteli NOUN
iliyochaguliwa VERB
na PART
serikali NOUN
kwa ADP
wiki NOUN
moja ADJ
. PUNCT

Waziri NOUN
mkuu ADJ
Abiy PROPN
Ahmed PROPN
, PUNCT
ameandika VERB
ujumbe NOUN
wa ADJ
twiter NOUN
kwamba SCONJ
mlango NOUN
wa ADJ
mwisho ADJ
wa ADJ
amani NOUN
ambao ADJ
ulikuwa AUX
wazi ADJ
kwa ADP
vikosi NOUN
vya ADJ
TPLF PROPN
kutumia NOUN
sasa ADV
umefungwa VERB
kabisa ADV
baada ADP
ya ADP
vikosi NOUN
hivyo ADJ
kudharau NOUN
watu NOUN
wa ADJ
Ethiopia PROPN
. PUNCT

Mapema NOUN
wiki NOUN
hii ADJ
, PUNCT
Abiy PROPN
, PUNCT
ambaye ADJ
alishinda VERB
tuzo NOUN
la ADJ
amani NOUN
la ADJ
Nobel PROPN
mwaka NOUN
uliopita VERB
kwa ADP
juhudi NOUN
zake ADJ
za ADJ
kumaliza NOUN
vita NOUN
na CCONJ
migogoro NOUN
ya ADJ
kila ADV
mara ADV
kati SCONJ
ya SCONJ
Ethiopia PROPN
na CCONJ
Eritrea PROPN
, PUNCT
alitoa VERB
amri NOUN
ya ADJ
saa NOUN
72 NUM
kwa ADP
vikosi NOUN
vya ADJ
Tigray PROPN
katika ADP
mji NOUN
wa ADJ
Mekele PROPN
kujisalimisha NOUN
la ADV
sivyo ADV
washambuliwe VERB
kijeshi ADJ
. PUNCT

Wanajeshi NOUN
wa ADJ
Ethiopia PROPN
wamekuwa AUX
wakipigana VERB
na ADP
vikosi NOUN
vya ADJ
Tigray PROPN
tangu ADV
Novemba ADV
4 NUM
, PUNCT
wakati NOUN
Abiy PROPN
alipotuma VERB
jeshi NOUN
la ADJ
ulinzi NOUN
wa ADJ
taifa NOUN
katika ADP
eneo NOUN
hilo ADJ
baada SCONJ
ya SCONJ
vikosi NOUN
hivyo ADJ
kushutumiwa NOUN
kwa ADP
kushambulia NOUN
kambi NOUN
ya ADJ
jeshi NOUN
la ADJ
taifa NOUN
. PUNCT

Mamia NOUN
ya ADJ
watu NOUN
wameuawa VERB
na CCONJ
zaidi SCONJ
ya SCONJ
40,000 NUM
kukimbilia NOUN
Sudan PROPN
kama SCONJ
wakimbizi NOUN
kutokana SCONJ
na SCONJ
vita NOUN
hivyo ADJ
wakisimulia VERB
hali NOUN
mbaya ADJ
katika ADP
eneo NOUN
la ADJ
Tigray PROPN
. PUNCT

Abiy PROPN
amewaonya VERB
wakazi NOUN
wa ADJ
Mekele PROPN
kuweka NOUN
chini ADP
silaha NOUN
na CCONJ
kusalia NOUN
majumbani NOUN
mwao ADJ
. PUNCT

Makundi NOUN
ya ADJ
kutetea NOUN
haki NOUN
yameelezea VERB
wasiwasi NOUN
kuhusu ADP
vita NOUN
hivyo ADJ
, PUNCT
umoja NOUN
wa ADJ
mataifa NOUN
ukitoa VERB
wito NOUN
kwa ADP
waziri NOUN
mkuu NOUN
Abiy PROPN
Ahmed PROPN
kufanya NOUN
mazungumzo NOUN
na CCONJ
kumaliza NOUN
vita NOUN
hivyo ADJ
kwa ADP
njia NOUN
ya ADJ
kidiplomasia ADJ
. PUNCT

Umoja NOUN
wa ADJ
mataifa NOUN
umesema VERB
kwamba SCONJ
vita NOUN
hivyo ADJ
vimesababisha VERB
mateso NOUN
mengi ADJ
kwa ADP
watu NOUN
wa ADJ
eneo NOUN
hilo ADJ
ambao ADJ
tayari ADV
wanakabiliwa VERB
na ADP
janga NOUN
la ADJ
virusi NOUN
vya ADJ
Corona PROPN
. PUNCT

Abiy PROPN
amekataa VERB
pendekezo NOUN
la ADJ
kufanya NOUN
mazungumzo NOUN
. PUNCT

Imetayarishwa VERB
na PART
Kennes PROPN
Bwire PROPN
, PUNCT
VOA PROPN
, PUNCT
Washington PROPN
DC PROPN
Wakaazi NOUN
katika ADP
mataifa NOUN
mbalimbali ADJ
ya ADJ
Afrika PROPN
wanaendelea VERB
kufuatilia NOUN
matokeo NOUN
ya ADJ
uchaguzi NOUN
mkuu ADJ
wa ADJ
Marekani PROPN
kwa ADP
hisia NOUN
tofauti ADJ
zilizojaa VERB
kejeli NOUN
na CCONJ
hali NOUN
ya ADJ
kutoamini NOUN
hasa SCONJ
baada ADP
ya ADP
rais NOUN
Donald PROPN
Trump PROPN
kujaribu NOUN
kujitangaza NOUN
mshindi NOUN
wa ADJ
uchaguzi NOUN
huo ADJ
kabla ADP
ya ADP
hesabu NOUN
ya ADJ
kura NOUN
kukamilika NOUN
. PUNCT

Katika ADP
baadhi SCONJ
ya SCONJ
nchi NOUN
za ADJ
Afrika PROPN
ambazo ADJ
uchaguzi NOUN
umefanyika VERB
hivi ADV
karibuni ADV
na CCONJ
kukumbwa NOUN
na ADP
utata NOUN
wa ADJ
matokeo NOUN
kama SCONJ
Guinea PROPN
, PUNCT
baadhi SCONJ
ya SCONJ
raia NOUN
wameeleza VERB
kusikitishwa NOUN
na ADP
rais NOUN
Trump PROPN
kudai NOUN
ushindi NOUN
wakati ADV
hata ADV
hesabu NOUN
ya ADJ
kura NOUN
ilikuwa AUX
inaonyesha VERB
kwamba SCONJ
alikuwa VERB
nyuma NOUN
ya ADJ
Joe PROPN
Biden PROPN
. PUNCT

Mory PROPN
Keita PROPN
, PUNCT
ambaye ADJ
ni AUX
raia NOUN
wa ADJ
Guinea PROPN
, PUNCT
amesema VERB
kwamba SCONJ
rais NOUN
Trump PROPN
anaonyesha VERB
mfano NOUN
mbaya ADJ
sana ADV
kwa ADP
nchi NOUN
za ADJ
Afrika PROPN
ambazo ADJ
bado ADV
ni AUX
changa NOUN
kidemokrasia ADJ
, PUNCT
huku CCONJ
Bachir PROPN
Diallo PROPN
akisema VERB
kuwa SCONJ
hatua NOUN
ya ADJ
Trump PROPN
ni AUX
ya ADP
kuleta NOUN
fedheha NOUN
sana ADV
kwamba SCONJ
hayo PRON
ni AUX
mambo NOUN
ambayo ADJ
yanatarajiwa VERB
kutokea NOUN
katika ADP
nchi NOUN
yenye ADJ
utawala NOUN
mbovu ADJ
sana ADV
na CCONJ
wala CCONJ
sio AUX
Marekani PROPN
. PUNCT

Kura NOUN
zinaendelea VERB
kuhesabiwa NOUN
katika ADP
uchaguzi NOUN
wa ADJ
Marekani PROPN
, PUNCT
Joe PROPN
Biden PROPN
akiwa AUX
anaongoza VERB
kwa ADP
idadi NOUN
ya ADJ
kura NOUN
, PUNCT
lakini CCONJ
hakuna DET
mshindi NOUN
amepatikana VERB
hadi ADP
sasa ADV
. PUNCT

Imetayarishwa VERB
na PART
Kennes PROPN
Bwire PROPN
, PUNCT
VOA PROPN
, PUNCT
Washington PROPN
DC PROPN
Rais NOUN
Uhuru PROPN
Kenyatta PROPN
ameongeza VERB
muda NOUN
wa ADJ
amri NOUN
ya ADJ
kutotoka NOUN
nje ADV
usiku ADV
na CCONJ
kupiga NOUN
marufuku NOUN
uuzaji NOUN
wa ADJ
pombe NOUN
katika ADP
mikahawa NOUN
ikiwa VERB
ni AUX
sehemu SCONJ
ya ADP
juhudi NOUN
ya ADJ
kudhibiti NOUN
maambukizi NOUN
ya ADJ
COVID-19 PROPN

Akilihutubia VERB
taifa NOUN
Jumatano ADV
, PUNCT
Rais NOUN
amesema VERB
amri NOUN
hiyo ADJ
ni AUX
ya ADJ
nchi NOUN
nzima ADJ
kuanzia NOUN
saa ADV
tatu ADV
usiku ADV
hadi ADP
saa ADV
kumi ADV
alfajiri ADV
itaendelea VERB
kwa ADP
siku NOUN
30 NUM
zaidi ADV
, PUNCT
limeripoti VERB
gazeti NOUN
la ADJ
The PROPN
Nation PROPN
la ADJ
nchini ADV
Kenya PROPN
. PUNCT

Kenyatta PROPN
pia SCONJ
ameongeza VERB
siku NOUN
zaidi ADJ
za ADJ
kufungwa NOUN
baa NOUN
na CCONJ
vilabu NOUN
vya ADJ
pombe NOUN
kwa ADP
siku NOUN
30 NUM
lakini CCONJ
ameruhusu VERB
mahoteli NOUN
kuuza NOUN
pombe NOUN
kwa ADP
wageni NOUN
wanaofikia VERB
katika ADP
hoteli NOUN
hizo ADJ
. PUNCT

Mikahawa NOUN
inatakiwa VERB
kufungwa NOUN
saa ADV
mbili ADV
usiku ADV
, PUNCT
Rais NOUN
amesema VERB
. PUNCT

Idadi NOUN
ya ADJ
watu NOUN
wanaohudhuria VERB
maziko NOUN
na CCONJ
harusi NOUN
imeongezwa VERB
kutoka ADP
watu NOUN
15 NUM
hadi ADP
100 NUM
wakitakwa VERB
kufuata NOUN
masharti NOUN
ya ADJ
afya NOUN
, PUNCT
Kenyatta PROPN
amesema VERB
. PUNCT

Hotuba NOUN
hiyo ADJ
inafuatia VERB
mkutano NOUN
wake ADJ
rais NOUN
na CCONJ
Kamati NOUN
ya ADJ
Taifa NOUN
Inayokabiliana VERB
na ADP
Hali NOUN
ya ADJ
Dharura NOUN
. PUNCT

Hili PRON
limetokea VERB
wakati ADV
nchi NOUN
ya ADJ
Kenya PROPN
ikiwa AUX
imeripoti VERB
maambukizi NOUN
213 NUM
mapya ADJ
ya ADJ
COVID-19 PROPN
Jumanne ADV
, PUNCT
ikiongeza VERB
idadi NOUN
ya ADP
maambukizi NOUN
yaliothibitishwa VERB
kufikia VERB
33,16 NUM
nchi NOUN
nzima ADJ
. PUNCT

Kulingana SCONJ
na SCONJ
taarifa NOUN
ya ADJ
Wizara NOUN
ya ADJ
Afya NOUN
, PUNCT
vifo NOUN
vitano ADJ
vipya ADJ
vimefanya VERB
idadi NOUN
ya ADJ
waliopoteza VERB
maisha NOUN
kufikia VERB
564 NUM
. PUNCT

Hivi ADV
sasa ADV
watu NOUN
wasiopungua VERB
19,296 NUM
wamepona VERB
kutokana SCONJ
na SCONJ
COVID-19 PROPN
. PUNCT

Chad PROPN
ilikabiliwa VERB
na ADP
mustakabali NOUN
usio AUX
na PART
uhakika NOUN
siku ADV
ya ADV
Jumatano ADV
wakati ADV
mtoto NOUN
wa ADJ
kiongozi NOUN
aliyeuwawa VERB
Idriss PROPN
Deby PROPN
Itno PROPN
alipochukua VERB
madaraka NOUN
katika ADP
kile PRON
upinzani NOUN
ulichokiita VERB
mapinduzi NOUN
na CCONJ
washirika NOUN
wa ADJ
Magharibi NOUN
wanaotegemea VERB
umahiri NOUN
wa ADJ
jeshi NOUN
la ADJ
nchi NOUN
hiyo ADJ
kwa ADP
uthabiti NOUN
. PUNCT

Deby PROPN
alikuwa AUX
ametawala VERB
nchi NOUN
hiyo ADJ
masikini NOUN
ya ADJ
jangwani NOUN
kwa ADP
miongo NOUN
mitatu ADJ
kabla ADP
ya ADP
jeshi NOUN
kutangaza NOUN
kifo NOUN
chake ADJ
Jumanne NOUN
kutokana SCONJ
na SCONJ
majeraha NOUN
aliyoyapata VERB
wakati ADV
akiongoza VERB
wanajeshi NOUN
katika ADP
vita NOUN
dhidi SCONJ
ya SCONJ
waasi NOUN
. PUNCT

Mshtuko NOUN
wa ADJ
kufariki NOUN
kwa ADP
kiongozi NOUN
huyo ADJ
mwenye ADJ
umri NOUN
wa ADJ
miaka NOUN
68 NUM
kulisababisha VERB
wasiwasi NOUN
juu SCONJ
ya SCONJ
ombwe NOUN
la ADJ
uongozi NOUN
nchini ADV
Chad PROPN
, PUNCT
ambayo ADJ
ipo VERB
katikati ADP
ya ADP
eneo NOUN
lenye ADJ
shida NOUN
la ADJ
Sahel PROPN
na CCONJ
ni AUX
muhimu ADJ
kwa ADP
juhudi NOUN
za ADJ
Magharibi NOUN
za ADJ
kupambana NOUN
na ADP
makundi NOUN
ya ADJ
kijihadi ADJ
. PUNCT

Msemaji NOUN
wa ADJ
wizara NOUN
ya ADJ
mambo NOUN
ya ADJ
nje NOUN
ya ADJ
Marekani PROPN
Ned PROPN
Price PROPN
aliwaambia VERB
waandishi NOUN
wa ADJ
habari NOUN
Jumatano ADV
kuwa SCONJ
Maendeleo NOUN
katika ADP
siku NOUN
na CCONJ
masaa NOUN
ya ADJ
hivi ADV
karibuni ADV
ni AUX
sababu NOUN
ya ADJ
kutia NOUN
wasiwasi NOUN
na CCONJ
akaongeza VERB
, PUNCT
kwamba SCONJ
Marekani PROPN
itaendelea VERB
kutoa NOUN
wito NOUN
na CCONJ
kuunga NOUN
mkono NOUN
mabadiliko NOUN
ya ADJ
kidemokrasia ADJ
ya ADJ
amani NOUN
kwa ADP
serikali NOUN
inayoongozwa VERB
na ADP
kiraia ADJ
. PUNCT

Serikali NOUN
ya ADJ
mpito NOUN
Sudan PROPN
yashauriwa VERB
kutochukua NOUN
upande NOUN
Wakati NOUN
huo ADJ
huo ADJ
mchambuzi NOUN
wa ADJ
siasa NOUN
wa ADJ
Sudan PROPN
anayeishi VERB
nchini ADV
Marekani PROPN
anasema VERB
serikali NOUN
ya ADJ
mpito NOUN
ya ADJ
Sudan PROPN
inapaswa VERB
kubaki VERB
bila SCONJ
upande NOUN
wowote ADJ
kuelekea NOUN
maendeleo NOUN
ya ADJ
kisiasa ADJ
katika ADP
nchi NOUN
jirani ADJ
ya ADJ
Chad PROPN
, PUNCT
akibainisha VERB
kuwa SCONJ
kifo NOUN
cha ADJ
ghafla NOUN
cha ADJ
Rais NOUN
wa ADJ
Chad PROPN
Idriss PROPN
Deby PROPN
huenda VERB
kikaongeza VERB
machafuko NOUN
katika ADP
eneo NOUN
lote ADJ
la ADJ
Sahel PROPN
na CCONJ
inaweza VERB
kuingia NOUN
mpakani NOUN
hadi ADP
mkoa NOUN
wa ADJ
Darfur PROPN
wa ADJ
Sudan PROPN
. PUNCT

Suliman PROPN
Baldo PROPN
, PUNCT
mshauri NOUN
mwandamizi ADJ
katika ADP
taasisi NOUN
ya ADJ
Sentry PROPN
- PUNCT
timu NOUN
ya ADJ
uchunguzi NOUN
na CCONJ
sera NOUN
inayofuatilia VERB
ufisadi NOUN
unaohusisha VERB
wahalifu NOUN
wa ADJ
kivita ADJ
wa ADJ
Kiafrika ADJ
na CCONJ
wanaofaidisha VERB
vita NOUN
vya ADJ
kimataifa ADJ
anasema VERB
Deby PROPN
alichukua VERB
jukumu NOUN
muhimu ADJ
katika ADP
kupambana NOUN
na ADP
ugaidi NOUN
katika ADP
eneo NOUN
la ADJ
Sahel PROPN
. PUNCT

Kukosekana NOUN
kwa ADP
Deby PROPN
kunaacha VERB
ombwe NOUN
la ADJ
usalama NOUN
ambao ADJ
unaweza VERB
kusababisha NOUN
athari NOUN
mbaya ADJ
kwa ADP
Chad PROPN
, PUNCT
Darfur PROPN
na CCONJ
kwingineko ADV
, PUNCT
kulingana SCONJ
na SCONJ
Baldo PROPN
. PUNCT

Idriss PROPN
Deby PROPN
amekuwa VERB
mshirika NOUN
wa ADJ
kijeshi ADJ
anayeaminika VERB
na CCONJ
Ufaransa PROPN
katika ADP
kusimamia NOUN
eneo NOUN
la ADJ
Sahel PROPN
. PUNCT

Alipeleka VERB
wapiganaji NOUN
kutoka ADP
jeshi NOUN
la ADJ
Chad PROPN
kupigana NOUN
na ADP
vikundi NOUN
kadhaa ADJ
vya ADJ
jihadi NOUN
kaskazini ADP
mwa ADP
Mali PROPN
, PUNCT
Boko PROPN
Haram PROPN
nchini ADV
Nigeria PROPN
na CCONJ
nchini ADV
Cameroon PROPN
, PUNCT
na CCONJ
pia SCONJ
aliunga VERB
mkono NOUN
harakati NOUN
katika ADP
Jimbo NOUN
la ADJ
Darfur PROPN
nchini ADV
Sudan PROPN
. PUNCT

Kupotea NOUN
kwake PRON
kutaondoa NOUN
uthabiti NOUN
nchini ADV
Chad PROPN
, PUNCT
na CCONJ
kutokuwa NOUN
na ADP
uthabiti NOUN
huko ADJ
kunatarajiwa VERB
kuathiri NOUN
sio AUX
tu ADV
Darfur PROPN
bali SCONJ
eneo NOUN
lote ADJ
, PUNCT
Baldo PROPN
aliiambia VERB
VOA PROPN
. PUNCT

Shule NOUN
kadhaa ADJ
za ADJ
binafsi NOUN
nchini ADV
Kenya PROPN
zilifungwa VERB
wakati NOUN
wa ADJ
janga NOUN
la ADJ
COVID-19 PROPN
. PUNCT

Lakini CCONJ
baadhi SCONJ
ya SCONJ
shule NOUN
zimebadilishwa VERB
malengo NOUN
yake ADJ
, PUNCT
ama ADV
zimekuwa VERB
ni AUX
makaazi NOUN
ya ADJ
familia NOUN
au CCONJ
, PUNCT
katika ADP
baadhi SCONJ
ya SCONJ
nyakati NOUN
, PUNCT
zimekuwa VERB
ni AUX
sehemu NOUN
ya ADJ
biashara NOUN
ya ADJ
kuuza NOUN
majeneza NOUN
. PUNCT

John PROPN
Kamand PROPN
anauza VERB
majeneza NOUN
kutoka ADP
kwenye ADP
eneo NOUN
lake ADJ
ambalo ADJ
mpaka ADP
mwaka NOUN
jana ADV
, PUNCT
lilikuwa AUX
na PART
harakati NOUN
nyingi ADJ
. PUNCT

Jengo NOUN
ambalo ADJ
lilikuwa AUX
likimilikiwa VERB
kwa ADP
ajili ADP
ya ADP
shule NOUN
binafsi ADJ
ya ADJ
chekechea NOUN
mjini ADV
Nairobi ADV
mpaka ADV
mwezi ADV
Julai ADV
, PUNCT
wakati ADV
janga NOUN
la ADJ
Covid-19 PROPN
lilipolazimisha VERB
shule NOUN
hiyo ADJ
kufungwa NOUN
. PUNCT

Janga NOUN
la ADJ
virusi NOUN
vya ADJ
corona PROPN
ni AUX
moja SCONJ
ya SCONJ
mambo NOUN
ambayo ADJ
yametufanya VERB
kufungua NOUN
duka NOUN
hili ADJ
, PUNCT
kwa ADP
sababu ADP
shule NOUN
imefungwa VERB
, PUNCT
na CCONJ
hakuna AUX
wanafunzi NOUN
, PUNCT
anasema VERB
Kamande PROPN
. PUNCT

Chama NOUN
cha ADJ
shule NOUN
binafsi ADJ
nchini ADV
Kenya PROPN
kinasema VERB
karibu ADV
shule NOUN
binafsi ADJ
400 NUM
zimelazimika VERB
kufungwa NOUN
kwa ADP
sababu ADP
ya ADP
janga NOUN
, PUNCT
na CCONJ
kuathiri VERB
takriban ADV
wanafunzi NOUN
56 NUM
, PUNCT
0 NUM
. PUNCT

Hivi ADV
sasa ADV
majengo NOUN
hayo ADJ
yamefanyiwa VERB
mabadiliko NOUN
, PUNCT
yamekuwa VERB
mduka NOUN
, PUNCT
sehemu NOUN
za ADJ
kuhifadhi NOUN
bidhaa NOUN
na CCONJ
kwa ADP
matumizi NOUN
mengine ADJ
. PUNCT

Watoto NOUN
hivi ADV
sasa ADV
wanacheza VERB
kwa ADV
furaha ADV
katika ADP
ua NOUN
wa ADJ
shule NOUN
hizo ADJ
- PUNCT
lakini CCONJ
hivi ADV
sasa ADV
hakuna AUX
shule NOUN
. PUNCT

Watoto NOUN
hao ADJ
wanaishi VERB
na PART
familia NOUN
zao ADJ
katika ADP
kile PRON
kilichokuwa VERB
madarasa NOUN
baada ADP
ya ADP
shule NOUN
kugeuzwa NOUN
na CCONJ
kuwa AUX
sehemu NOUN
ya ADJ
nyumba NOUN
ya ADJ
kupangisha NOUN
. PUNCT

Nassiri PROPN
Kirui PROPN
mwenye ADJ
umri NOUN
wa ADJ
miaka NOUN
29 NUM
alikuwa AUX
akifundisha VERB
hesabu NOUN
na CCONJ
sayansi NOUN
kabla ADP
ya ADP
shule NOUN
kufungwa NOUN
na CCONJ
kubaki NOUN
kwenye ADP
eneo NOUN
hilo ADJ
la ADJ
shule NOUN
kama SCONJ
meneja NOUN
wa ADJ
jengo NOUN
. PUNCT

Kirui NOUN
anasema VERB
nilikuwa AUX
hapa PRON
kama SCONJ
mwalimu NOUN
. PUNCT

Lakini CCONJ
kwa ADP
sababu ADP
ya ADP
fedha NOUN
, PUNCT
sina AUX
fedha NOUN
, PUNCT
ndiyo VERB
maana SCONJ
nimekuwa VERB
muangalizi NOUN
. PUNCT

Wakati NOUN
shule NOUN
za ADJ
Kenya PROPN
zilifunguliwa VERB
mwezi ADV
Januari ADV
mwaka ADV
huu ADJ
kwa ADV
mara ADV
ya ADV
kwanza ADV
tangu ADP
kufungwa NOUN
mwezi NOUN
Machi NOUN
, PUNCT
matokeo NOUN
ya ADJ
kufungwa NOUN
kwa ADP
shule NOUN
binafsi ADJ
huenda SCONJ
yatahisiwa VERB
kwa ADP
muda NOUN
fulani ADJ
ujao ADV
. PUNCT

Mutheo PROPN
Kasanga PROPN
ni AUX
mwenyekiti NOUN
wa ADJ
taifa NOUN
wa ADJ
chama NOUN
cha ADJ
shule NOUN
binafsi ADJ
Kenya PROPN
anasema VERB
, PUNCT
tuna VERB
mwanya NOUN
mkubwa ADJ
sana ADV
katika ADP
nchi NOUN
yetu ADJ
, PUNCT
na CCONJ
jamii NOUN
yetu ADJ
inazidi VERB
kukua NOUN
- PUNCT
katika ADP
hesabu NOUN
ya ADJ
mwisho ADJ
ya ADJ
idadi NOUN
ya ADJ
watu NOUN
imeonyesha VERB
ongezeko NOUN
la ADJ
milioni NOUN
moja ADV
. PUNCT
Kwa SCONJ
hiyo SCONJ
tuna VERB
kazi NOUN
nyingi ADJ
za ADJ
kufanya NOUN
. PUNCT

Serikali NOUN
ya ADJ
Kenya PROPN
mwezi ADV
Septemba ADV
iliahidi VERB
kiasi NOUN
cha ADJ
dola NOUN
milioni ADJ
64 NUM
ikiwa VERB
ni AUX
msaada NOUN
kwa ADP
shule NOUN
binafsi ADJ
lakini CCONJ
bado ADV
haijatekeleza VERB
hiyo PRON
ahadi NOUN
yake ADJ
. PUNCT

White PROPN
House PROPN
imesema VERB
juhudi NOUN
mpya ADJ
zinafanywa VERB
kuwapatia NOUN
chanjo NOUN
watu NOUN
wazima ADJ
katika ADP
umri NOUN
wa ADJ
miaka NOUN
18 NUM
hadi ADP
26 NUM
ambao ADJ
kwa ADP
sababu NOUN
mbali ADJ
mbali ADJ
wameonyesha VERB
hamasa NOUN
kidogo ADJ
katika ADP
kupatiwa NOUN
chanjo NOUN
tangu ADV
