eng	pcm
In one of the press releases that have since trailed the issue, a faction of the APC in the state believed to be loyal to the camp of Lai Mohammed and other aggrieved leaders, openly rejected the inclusion of Senator Gwadabe in the 61-member committee.	One of di press release weu yarn d mata small, one faction of di APC for di state believe say dem loyal to di camp of Lai Mohammed and other members wey dey vex, and tok am korokoro say dem nor want make dem add Senator Gwadabe join di 61-member committee.
The group, known as Integrity Group, in a statement signed by Comrade Abdul-Rahoof Bello, declared the appointment as unacceptable.	Di group wey pipo know as Integrity Group, inside on tok wey Comrade Abdul-Rahoof Bello sign yarn am kom outside dey dem nor acceptdiemployment.
According to the group, Here was a governors sister who worked in tandem with the Danboi committee to commit all sorts of atrocities and impunities against the partys interest in Kwara State.	As di group take talk, One governor sister dey do double mind  work wit didiDanboi committee to kos many wahala and some wuruwuru against watin di parti want for inside Kwara
Their call was echoed by another group believed to be fronting for the minister, Concerned APC Youth Stakeholders, which petitioned the national secretariat of the party as run by the Caretaker Extraordinary Convention Planning Committee (CECPC) over the issue, alleging the over 600,000 of its members have been disenfranchised with the connivance of Senator Khairat.	Anoda voice still kom outside wey dem believe say e dey front for di minister, ontop APC Youth Stakeholder, petitioned di national secretariat of di parti wey Caretaker Extraordinary Convention Planning Committee (CECPC) dey run ontop di issue, say dem don do over 600,000 of dia member ojoro wit di wuruwuru of Senator Khairat.
But shortly after their positions were made known, the governors men and foot soldiers also went to town with their trumpet to drum support for the governor and his sister over the matter.	Sometime after dem tok dia own, some governor men and supporters sef scatter full town dey wit trumpet dey drum and support for di governor and im sister ontop dimata.
It was the publicity secretary of the party, Alhaji Folaranmi Aro, a staunch loyalist of the governor that fired the first salvo thus, Those against the senators inclusion have no basis.	Na di publicity secretary ofdiparty, Alhaji Folaranmi Aro, a strong loyalist of di governor first fire say; pipo wey dey against say dem put di senator nor get tok. 
Under the aegis of the Reformist Progressive Forum, the group that supports the governor, in a rejoinder to the statement by the Integrity Group, noted that Senator Gwadabes rejection by the group of political puppets in Kwara is baseless and unfounded.	Under di supporter for di Reformist Progressive Forum, di group wey dey support governor inside one quick reply to di statement of integrity group, tok say di rejection of Senator Gwadabe by group of political small pikin for kwara nor get head and norish tok.
This is unreasonable, illogical and destructive criticism.	Dis one nah mumu criticism wey nor get sense and fit destroy.
When contacted for comment, Saheed Popoola, a loyalist of the minister and lawmaker in the Kwara State House of Assembly from Offa, told Daily Trust Saturday that he was not in town.	When dem go meet am for tori, Saheed Popoola, one of di pipo wey dey loyal wella todiminister and im still be lawmaker for Kwara State House of Assembly from Offa, tell Daily Trust Saturday say im nor dey town.
But a top member of the party and diehard supporter of the minister from Kwara Central said although Alhaji Lai Mohammed and few others registered despite condemnation of the exercise, the action was in demonstration and solidarity with prominent national leaders of the party like Chief Bisi Akande and Bola Ahmed Tinubu, who did but still faulted the process, calling for improvement.	But one top member of di parti and diehard supporter of di minister from Kwara Central tok say though Alhaji Lai Mohammed and few odas still register despite say dem condemn di exercise. Di action na to demo and to show we dey wit you give big big leaders dem for di parti like Chief Bisi Akande and Bola Ahmed Tinubu wey still tok say di process dey wonkain, make dem do am well.
